-40.760587,175.156018,1
-41.212881,175.241196,133
-36.84846,174.763332,21
-43.532054,172.636225,25
-33.867487,151.20699,1
-28.01726,153.425699,1
-41.270632,173.283965,90
-43.532054,172.636225,134
-36.84846,174.763332,2
-43.532054,172.636225,2
-37.687797,176.16513,8
-38.662334,178.017649,520
-41.03325,173.019242,38
-41.28646,174.776236,6
-36.84846,174.763332,3
-34.994062,173.528918,36
-36.84846,174.763332,10
-41.28646,174.776236,55
-40.352306,175.608215,44
-43.532054,172.636225,18
-35.725112,174.323708,14
-31.953513,115.857047,10
-36.953021,174.468809,10
-41.28646,174.776236,60
-36.84846,174.763332,973
-36.84846,174.763332,27
-36.84846,174.763332,17
-36.84846,174.763332,1
-36.84846,174.763332,2300
-45.034512,169.201691,2
-35.11733,173.267559,4
-41.28646,174.776236,1
-41.28646,174.776236,98
-37.682503,176.188023,10
-37.787001,175.279253,3
-36.84846,174.763332,20
-41.28646,174.776236,290
-36.84846,174.763332,68
-17.538843,-149.829523,4699
-36.84846,174.763332,2
-37.787001,175.279253,18
-36.634444,174.74223,103
-35.387899,174.013869,15
-20.917574,142.702796,7
-39.353815,174.438272,137
-36.84846,174.763332,19
-27.471011,153.023449,7
-36.84846,174.763332,20
-38.136848,176.249746,1
-45.87876,170.502798,2
-41.28646,174.776236,25
-38.136848,176.249746,53
-36.84846,174.763332,32
-41.133333,174.85,2
-38.136848,176.249746,1
-41.28646,174.776236,1
-41.28646,174.776236,1
-41.28646,174.776236,30
-36.908748,174.862331,1
-38.61308,176.959992,12
-36.84846,174.763332,5
-41.28646,174.776236,11
-36.84846,174.763332,3
-40.352306,175.608215,5
-43.532054,172.636225,14
-38.136848,176.249746,17
-41.28646,174.776236,1
-37.638654,176.183627,16
-41.253718,173.096018,4
-40.760587,175.156018,1
-37.687797,176.16513,44
-41.513442,173.96125,367
-36.84846,174.763332,196
-41.28646,174.776236,35
45.42153,-75.697193,146
-38.136848,176.249746,2
-36.84846,174.763332,305
-36.84846,174.763332,45
-41.270632,173.283965,46
-36.84846,174.763332,97
-36.84846,174.763332,80
-41.28646,174.776236,23
-37.953411,176.990801,13
-35.407194,173.803926,79
-35.725112,174.323708,62
-36.84846,174.763332,340
-41.28646,174.776236,24
-39.930089,175.04789,2
-41.28646,174.776236,4
-43.532054,172.636225,29
-38.136848,176.249746,24
-36.908748,174.862331,36
21.543333,39.172778,16
-36.515102,174.662816,6
-36.84846,174.763332,21
-37.687797,176.16513,38
-43.532054,172.636225,43
-36.836211,174.434069,83
-45.87876,170.502798,4
-35.407194,173.803926,237
-35.407194,173.803926,273
-35.11733,173.267559,2
-36.84846,174.763332,13
-45.801641,170.706671,79
-41.133333,174.85,16
-43.333823,172.642857,20
-36.84846,174.763332,1
-40.352306,175.608215,78
-41.212881,175.241196,15
-38.136848,176.249746,2
-36.84846,174.763332,22
-37.841077,176.362705,134
-35.18437,174.164616,14
-40.039722,175.176385,319
-37.687797,176.16513,500
-40.352306,175.608215,53
-38.136848,176.249746,66
-38.136848,176.249746,66
-38.136848,176.249746,99
-38.136848,176.249746,99
-41.28646,174.776236,7
-37.687797,176.16513,2
-36.84846,174.763332,33
-37.697179,176.284717,3
-36.84846,174.763332,150
-43.532054,172.636225,1
-38.036448,176.793476,6
-36.84846,174.763332,12
-36.84846,174.763332,38
-41.270632,173.283965,975
-36.84846,174.763332,5
-36.84846,174.763332,22
-36.873929,174.627725,29
-38.136848,176.249746,1
-41.28646,174.776236,76
-37.953411,176.990801,74
-38.136848,176.249746,290
-35.11733,173.267559,34
-36.84846,174.763332,1031
-43.532054,172.636225,278
-36.84846,174.763332,774
-37.814107,144.96328,10
-41.28646,174.776236,92
-39.492844,176.912018,2
-43.532054,172.636225,50
-36.84846,174.763332,3
-41.28646,174.776236,11
-38.662334,178.017649,4
-40.352306,175.608215,53
-38.136848,176.249746,3
-33.867487,151.20699,16
-36.84846,174.763332,9
-40.352306,175.608215,32
-36.84846,174.763332,9
-40.352306,175.608215,72
-38.662334,178.017649,3
-36.84846,174.763332,102
-43.532054,172.636225,35
-36.84846,174.763332,6
-38.217965,175.870579,7
-41.28646,174.776236,112
-38.064896,177.003451,106
-36.84846,174.763332,24
-39.588335,174.279539,4
-37.787001,175.279253,6
-35.270591,174.079654,607
-36.908748,174.862331,41
-38.188808,175.209889,1
-36.84846,174.763332,186
-43.532054,172.636225,4
-39.055625,174.075228,5
-44.828004,169.634525,40
38.624565,-90.184665,1
-36.84846,174.763332,35
-37.682503,176.188023,224
-38.662334,178.017649,61
-40.352306,175.608215,4
-37.787001,175.279253,4
-36.84846,174.763332,3
-41.28646,174.776236,511
-36.84846,174.763332,2
-41.28646,174.776236,4
-37.787001,175.279253,1
-43.532054,172.636225,35
-36.84846,174.763332,7
-37.787001,175.279253,2
-32.536809,115.742746,105
44.558803,-72.577841,2
-43.532054,172.636225,4
-37.787001,175.279253,24
-41.28646,174.776236,24
-43.532054,172.636225,211
53.381129,-1.470085,1
-40.205305,176.100316,29
-36.84846,174.763332,25
-36.84846,174.763332,52
-43.532054,172.636225,16
-36.84846,174.763332,3
-41.28646,174.776236,71
-37.787001,175.279253,39
-36.84846,174.763332,8
-41.227038,174.885102,7
-40.352306,175.608215,168
-41.28646,174.776236,105
-45.87876,170.502798,9
-43.532054,172.636225,54
-41.28646,174.776236,66
-43.513435,172.647497,27
-43.532054,172.636225,395
-43.532054,172.636225,3
-43.532054,172.636225,1
34.052234,-118.243685,59
-36.84846,174.763332,12
-37.896546,175.602364,119
-41.270632,173.283965,1
-36.84846,174.763332,50
-38.136848,176.249746,1
-41.133333,174.85,180
-36.84846,174.763332,1
-36.84846,174.763332,10
-41.28646,174.776236,1
-37.787001,175.279253,1
-44.396972,171.254973,24
-37.953411,176.990801,383
-36.84846,174.763332,40
-37.697179,176.284717,3
-38.136848,176.249746,16
-37.787001,175.279253,2
-41.28646,174.776236,7
-36.84846,174.763332,150
-36.84846,174.763332,3
-38.136848,176.249746,4
-36.84846,174.763332,47
-41.28646,174.776236,97
-43.532054,172.636225,15
-36.84846,174.763332,114
-36.84846,174.763332,62
-41.270632,173.283965,10
-37.787001,175.279253,6
-38.368473,175.774358,1
-36.84846,174.763332,20
-36.84846,174.763332,16
-41.28646,174.776236,41
-39.603735,176.8921,6
-36.994102,174.87266,48
-36.84846,174.763332,21
-36.84846,174.763332,521
-39.639578,176.839232,22
-37.687797,176.16513,3
-38.136848,176.249746,4
-37.20213,174.903513,27
-41.084776,175.455519,13
-36.84846,174.763332,4
-36.84846,174.763332,17
-36.84846,174.763332,9
-43.532054,172.636225,346
-39.353815,174.438272,3
-36.84846,174.763332,26
-37.687797,176.16513,13
-36.84846,174.763332,21
-40.039947,175.177773,2
-44.396972,171.254973,1
-41.28646,174.776236,2
-40.760587,175.156018,9
-36.84846,174.763332,40
-3.792067,102.261996,1
-41.28646,174.776236,1714
-43.511223,172.647842,4
-43.532054,172.636225,3
-36.84846,174.763332,296
-41.143333,175.019514,93
-37.787001,175.279253,24
-37.695829,176.072893,10
-36.84846,174.763332,155
-38.136848,176.249746,36
-38.007228,177.287128,12
-36.855241,174.651455,333
-40.988056,174.950989,173
-36.84846,174.763332,21
-36.791954,174.687403,14
-36.84846,174.763332,2
-36.270226,174.407817,2
-36.84846,174.763332,3510
-37.787001,175.279253,263
-43.532054,172.636225,39
-38.136848,176.249746,3
-41.28646,174.776236,277
-36.84846,174.763332,243
-37.787001,175.279253,5
15.870032,100.992541,1
-41.28646,174.776236,55
-36.968628,174.793687,883
-40.352306,175.608215,81
-36.84846,174.763332,4
-37.682503,176.188023,30
-41.225099,174.914887,69
-36.855241,174.651455,159
-36.84846,174.763332,46
-43.532054,172.636225,52
