"Abd al-Rahman al-Rafai
"Al-Maqrizi
"Al-Mufaddal
"Al-Sakhawi
"Gawdat Gabra
"George Antonius
"George Elmacin
"Ibn Abd-el-Hakem
"Imam Al-Suyuti
"Iris Habib Elmasry
"John of Nikiû
"Manetho
"Menassa Youhanna
"Raouf Abbas
"Rifa'a el-Tahtawi
"Severus Ibn al-Muqaffa
"Abdel Rahman el-Abnudi
"Abdel latif Moubarak
"Abdul Rahman Yusuf
"Ahmed Abdel Muti Hijazi
"Ahmed Fouad Negm
"Ahmed Rami
"Ahmed Shawqi
"Ahmed Zaki Abu Shadi
"Hafez Ibrahim
"Ibrahim Nagi
"Iman Mersal
"Mahmoud Sami al-Baroudi
"Mahmud Bayram el-Tunsi
"Mohammad Ibrahim Abu Senna
"Salah Jahin
"Gaston Zananiri
"Abbass AlAqqad
"Abdel Wahab el-Miseiri
"Abo El Seoud El Ebiary
"Adel Darwish
"Adel Iskandar
"Ahmed Mourad
"Ayman Zohry
"Edwar al-Kharrat
"Farag Foda
"Fekry Pasha Abaza
"Gamal al-Banna
"Hasan Hanafi
"Ihsan Abdel Quddous
"Kamal el-Mallakh
"Khalil Abdel-Karim
"Leila Ahmed
"Mansoura Ez Eldin
"Masri Feki
"Mohammad Hassanein Heykal
"Mohammad Moustafa Haddara
"Mostafa Amin
"Mustafa Lutfi al-Manfaluti
"Naguib Mahfouz
"Nasr Abu Zayd
"Said El Kemny
"Salama Moussa
"Taha Hussein
"Tarek Heggy
"Yasser Thabet
"Abo El Seoud El Ebiary
"Adel Darwish
"Ahmad Al-Khamisi
"Ahmed Toughan
"Amr Ellissy
"Assaad Taha
"Ayman Mohyeldin
"Ethar El-Katatney
"Ezzat el Kamhawi
"Farag Foda
"Farouk Abdul-Aziz
"Gamal Nkrumah
"Hala El Badry
"Ibrahim al-Mazini
"Iris Nazmy
"Khalil Mutran
"Khouloud Al-Gamal
"Mansoura Ez-Eldin
"Mohamed El-Tabii
"Mohamed Hassanein Heikal
"Mohamed Omar
"Mohamed Said Mahfouz
"Momtaz Al Ket
"Mona Eltahawy
"Mostafa Amin
"Muhammad Husayn Haykal
"Nawara Negm
"Ola Naguib
"Osama Anwar Okasha
"Rawya Ateya
"Reda Helal
"Rifa'a el-Tahtawi
"Sabah Hamamou
"Safinaz Kazem
"Said Sonbol
"Salama Ahmed Salama
"Shahira Amin
"Soliman Kenawy
"Tarek Heggy
"Tawfiq al-Hakim
"Wael Abbas
"Yaqub Sanu
"Yasser Abdel Hafez
"Yasser Khalil
"Yasser Thabet
"Yosri Fouda
"Younan Labib Rizk
"Yousef Gamal El-Din
"Zain Abdul Hady
"Ahmed Lutfi el-Sayed
"Bayoumi Andil
"Magdi Youssef
"Rifa'a el-Tahtawi
"Salama Moussa
"Tarek Heggy
"Zaki Naguib Mahmoud
"Ahmad Najib al-Hilali
"Ahmed Gamal El-Din Moussa
"Ali Sadek Abou-Heif
"Farouk Sultan
"Khalil Abdel-Karim
"Mohamed Kamel Leilah
"Stephan Bassily
"Taher Helmy
"Youssef Darwish
