"Frank Nesmith Parsons – native
"Nathaniel Peabody
"David Petraeus – summer resident
"Benjamin Pierce
"Franklin Pierce – 14th President of the United States
"Enoch Poor
"Carol Shea-Porter – native
"James Reed
"George Reid – native
"Warren Rudman
"Alexander Scammel
"Jeanne Shaheen
"Sumner Shapiro
"Max Silber
"David Souter
"John Stark – native
"Thomas Stickney – native
"Harlan F. Stone – native
"John Sullivan – native
"John H. Sununu
"John E. Sununu
"Katrina Swett
"Dick Swett
"Meldrim Thomson, Jr.
"Matthew Thornton
"George H. Wadleigh – native
"John Wentworth (governor)
"Daniel Webster – native
"William Whipple
"Leonard Wood – native
"Isaac Wyman
"Louis C. Wyman – native
"Dawn Zimmer
"Mary Baker Eddy
"John W. Gowdy
"Monsignor Pierre Hevey
"Gene Robinson
"Leonard Bailey – inventor,  toolmaker, cabinet maker
"C. Loring Brace – anthropologist
"Stuart Chase – economist and engineer
"Jim Collins – MacArthur genius, bioengineer and inventor
"William E. Corbin – inventor of paper towels
"Sidney Darlington – electrical engineer and inventor of the Darlington transistor
"Dean Kamen – inventor of the Segway and founder of the FIRST Robotics Competition
"Erasmus Darwin Leavitt, Jr. – mechanical engineer, known for his steam engine designs
"Edward William Nelson – naturalist and ethnologist
"Sylvester H. Roper – inventor, pioneering builder of early automobiles and motorcycles
"Ambrose Swasey – mechanical engineer, inventor, and entrepreneur
"Earl Silas Tupper – chemist, inventor of Tupperware
"George H. Whipple – physician, pathologist and biomedical researcher; recipient, 1932 Nobel Prize in Physiology or Medicine (Ashland)
"Brooke Astor – philanthropist; recipient, Presidential Medal of Freedom  (native)
"Hal Barwood – screenwriter, film producer, game designer and game producer
"Stephanie Birkitt – former assistant to David Letterman on Late Show with David Letterman
"William Robinson Brown – founder and owner, Maynesboro Stud
"Ben Cherington – professional baseball executive, general manager of the Boston Red Sox
"Kitty DeGree – real estate developer and philanthropist in Monroe, Louisiana, born in South Sutton in Merrimack County
"Brian De Palma – film director
"Tom Dey – film director
"Annie Duke – professional poker player
"Michael Durant – pilot and author
"Dan Eckman – director, writer
"Darby Field – first European to climb Mount Washington
"Phineas Gage – railroad construction foreman whose survival of an accident influenced discussion about the brain
"George Hawkins – victim of a bad skin graft that led to the celebrated "Hairy Hand" case of 'Hawkins v. McGee
"Barney and Betty Hill – alleged alien abduction captives
"Jenna Miscavige Hill – critic of the Church of Scientology
"Gary Hirshberg – chief executive officer, Stonyfield Farm
"Jed Hoyer – executive vice-president and general manager of the Chicago Cubs
"Bill Jackowski – MLB umpire
"Jigger Johnson – lumberjack
"A.G. Lafley – chief executive officer, Procter &amp; Gamble
"Howard Lederer – professional poker player
"William Loeb III – publisher, Union Leader (1946–1981); conservative political figure
"Alanis Obomsawin – documentary filmmaker
"Chris Ohlson –  film producer and director
"Charles Revson – businessman
"Robert Rodat – screenwriter, producer
"Chris Sheridan – TV writer
"List of Dartmouth College alumni
"List of Dartmouth College faculty
"List of people from Concord, New Hampshire
"List of people from Dover, New Hampshire
"List of people from Exeter, New Hampshire
"List of people from Hanover, New Hampshire
"List of people from Manchester, New Hampshire
"List of people from Nashua, New Hampshire
"List of people from Portsmouth, New Hampshire
"List of Phillips Exeter Academy alumni
"List of St. Paul's School alumni
"Lists of Americans
"Index
"History
"Politics
"Government
"Delegations
"Constitution
"General Court
"Executive Council
"Governor
"Supreme Court
"Elections
"Symbols
"Tourist attractions
"Dartmouth–Lake Sunapee
"Great North Woods
"Lakes Region
"Merrimack Valley
"Monadnock
"Seacoast
"White Mountains
"Belknap
"Carroll
"Cheshire
"Coös
"Grafton
"Hillsborough
"Merrimack
"Rockingham
"Strafford
"Sullivan
"Berlin
"Claremont
"Concord
"Dover
"Franklin
"Keene
"Laconia
"Lebanon
"Manchester
"Nashua
"Portsmouth
"Rochester
"Somersworth
"Acworth
"Albany
"Alexandria
"Allenstown
"Alstead
"Alton
"Amherst
"Andover
"Antrim
"Ashland
"Atkinson
"Auburn
"Barnstead
"Barrington
"Bartlett
"Bath
"Bedford
"Belmont
"Bennington
"Benton
"Bethlehem
"Boscawen
"Bow
"Bradford
"Brentwood
"Bridgewater
"Bristol
"Brookfield
"Brookline
"Campton
"Canaan
"Candia
"Canterbury
"Carroll
"Center Harbor
"Charlestown
"Chatham
"Chester
"Chesterfield
"Chichester
"Clarksville
"Colebrook
"Columbia
"Conway
"Cornish
"Croydon
"Dalton
"Danbury
"Danville
"Deerfield
"Deering
"Derry
"Dorchester
"Dublin
"Dummer
"Dunbarton
"Durham
"East Kingston
"Easton
"Eaton
"Effingham
"Ellsworth
"Enfield
"Epping
"Epsom
"Errol
"Exeter
"Farmington
"Fitzwilliam
"Francestown
"Franconia
"Freedom
"Fremont
"Gilford
"Gilmanton
"Gilsum
"Goffstown
"Gorham
"Goshen
"Grafton
"Grantham
"Greenfield
"Greenland
"Greenville
"Groton
"Hampstead
"Hampton
"Hampton Falls
"Hancock
"Hanover
"Harrisville
"Hart's Location
"Haverhill
"Hebron
"Henniker
"Hill
"Hillsborough
"Hinsdale
"Holderness
"Hollis
"Hooksett
"Hopkinton
"Hudson
"Jackson
"Jaffrey
"Jefferson
"Kensington
"Kingston
"Lancaster
"Landaff
"Langdon
"Lee
"Lempster
"Lincoln
"Lisbon
"Litchfield
"Littleton
"Londonderry
"Loudon
"Lyman
"Lyme
"Lyndeborough
"Madbury
"Madison
"Marlborough
"Marlow
"Mason
"Meredith
"Merrimack
"Middleton
"Milan
"Milford
"Milton
"Monroe
"Mont Vernon
"Moultonborough
"Nelson
"New Boston
"Newbury
"New Castle
"New Durham
"Newfields
"New Hampton
"Newington
"New Ipswich
"New London
"Newmarket
"Newport
"Newton
"Northfield
"North Hampton
"Northumberland
"Northwood
"Nottingham
"Orange
"Orford
"Ossipee
"Pelham
"Pembroke
"Peterborough
"Piermont
"Pittsburg
"Pittsfield
"Plainfield
"Plaistow
"Plymouth
"Randolph
"Raymond
"Richmond
"Rindge
"Rollinsford
"Roxbury
"Rumney
"Rye
"Salem
"Salisbury
"Sanbornton
"Sandown
"Sandwich
"Seabrook
"Sharon
"Shelburne
"South Hampton
"Springfield
"Stark
"Stewartstown
"Stoddard
"Strafford
"Stratford
"Stratham
"Sugar Hill
"Sullivan
"Sunapee
"Surry
"Sutton
"Swanzey
"Tamworth
"Temple
"Thornton
"Tilton
"Troy
"Tuftonboro
"Unity
"Wakefield
"Walpole
"Warner
"Warren
"Washington
"Waterville Valley
"Weare
"Webster
"Wentworth
"Westmoreland
"Whitefield
"Wilmot
"Wilton
"Winchester
"Windham
"Windsor
"Wolfeboro
"Woodstock
"Atkinson and Gilmanton Academy Grant
"Bean's Grant
"Bean's Purchase
"Cambridge
"Chandler's Purchase
"Crawford's Purchase
"Cutt's Grant
"Dix's Grant
"Dixville
"Erving's Location
"Green's Grant
"Hadley's Purchase
" Hale's Location
"Kilkenny
"Livermore 
"Low and Burbank's Grant
"Martin's Location
"Millsfield
"Odell
"Pinkham's Grant
"Sargent's Purchase 
"Second College Grant
"Success
"Thompson and Meserve's Purchase
"Wentworth's Location
"Alabama
"Alaska
"Arizona
"Arkansas
"California
"Colorado
"Connecticut
"Delaware
"Florida
"Georgia
"Hawaii
"Idaho
"Illinois
"Indiana
"Iowa
"Kansas
"Kentucky
"Louisiana
"Maine
"Maryland
"Massachusetts
"Michigan
"Minnesota
"Mississippi
"Missouri
"Montana
"Nebraska
"Nevada
"New Jersey
"New Mexico
"New York
"North Carolina
"North Dakota
"Ohio
"Oklahoma
"Oregon
"Pennsylvania
"Rhode Island
"South Carolina
"South Dakota
"Tennessee
"Texas
"Utah
"Vermont
"Virginia
"Washington
"West Virginia
"Wisconsin
"Wyoming
"American Samoa
"Guam
"Northern Mariana Islands
"Puerto Rico 
"U.S. Virgin Islands
"Lists of people from New HampshireHidden categories: Use American English from July 2015All Wikipedia articles written in American EnglishUse mdy dates from July 2015Dynamic lists
