"Jay C. Buckey – astronaut
"Michael Durant – pilot – native
"Richard M. Linnehan – astronaut
"Thaddeus Lowe – 19th-century balloonist – native
"Lee Morin – astronaut – native
"Richard A. Searfoss – astronaut
"Alan Shepard – astronaut; first American in space – native
"Eric Aho – painter
"Thomas Bailey Aldrich – poet, novelist, travel writer
"Russell Banks – novelist
"Amy Beach – composer – native
"Henry Ames Blood – poet, playwright – native
"Philip Booth, poet
"Ben Bradlee Jr. – journalist, author – native
"Dan Brown – novelist – native
"Bill Bryson – author – resident, 1995–2003
"Lisa Carver – writer
"Willa Cather – novelist
"Charles Carleton Coffin – American Civil War correspondent
"E. E. Cummings – poet
"Decap – artist and record producer
"Joseph Dennie – 18th-century writer
"Tomie dePaola – children's book author
"Richard Eberhart – poet
"James Thomas Fields – publisher, editor, poet
"Barbara Newhall Follett — writer — native
"Ron Fortier – comic book writer
"Daniel Chester French – sculptor – native
"Robert Frost – poet
"Horace Greeley – journalist – native
"Wayne Green – publisher – native
"Donald Hall – poet
"Nicholas Hondrogen – painter, photographer, sculptor
"Dan Hurlin – poet, literary critic – native
"John Irving – novelist – native
"Carrie Jones – novelist
"Elizabeth Orton Jones – illustrator
"Jane Kenyon – poet
"Heather King – blogger
"Maxine Kumin – poet
"Dudley Leavitt – publisher
"Alan Lelchuk – novelist, editor
"Edward MacDowell – pianist, composer
"Joyce Maynard – novelist
"Jim McDermott – illustrator
"Larkin Goldsmith Mead – sculptor – native
"Grace Metalious – novelist
"Bob Montana - illustrator of Archie comics
"Jules Olitski – painter
"P.J. O'Rourke – novelist
"Maxfield Parrish – painter
"John Perkins – author – native
"Jodi Picoult – author
"Eleanor H. Porter – novelist
"Augustus Saint-Gaudens – sculptor
"J. D. Salinger – novelist – lived in Cornish, New Hampshire for several decades
"Charles Simic – poet
"Armstrong Sperry – children's book author – resident 1941–1976
"Mark Steyn – political commentator
"Celia Thaxter – poet
"Adam Warren – comic book writer/artist
"Brady Watt – producer, bass player, and bandleader
"Harriet E. Wilson – 19th-century novelist
"Aaron Baddeley – professional golfer (Lebanon)
"Kerry Bascom – women's basketball player (Epping)
"Jane Blalock – professional golfer (Portsmouth)
"Ernest Blood – men's basketball coach (Manchester)
"Matt Bonner – National Basketball Association player – San Antonio Spurs (Concord)
"Dunbar Bostwick – Olympic ice hockey player – (Concord)
"Kent Carlson – NHL ice hockey player – (Concord)
"Chris Carpenter – Major League Baseball player – Toronto Blue Jays-St. Louis Cardinals (Raymond)
"Bruce Cunliffe – Olympic ice hockey player – (Keene)
"Charlie Davies – Major League Soccer player – D.C. United (Manchester)
"Dangerous Danny Davis – professional wrestling referee and wrestler
"Tricia Dunn-Luoma – Olympic ice hockey player – (Derry)
"Chad Eaton – National Football League defensive tackle (Exeter)
"Mark Fayne – NHL ice hockey player – New Jersey Devils (Nashua)
"Carlton Fisk – Major League Baseball catcher – Boston Red Sox – (grew up in Charlestown)
"Mike Flanagan – Major League Baseball pitcher – Baltimore Orioles (Manchester)
"Brian Foster – professional ice hockey player – (Pembroke)
"Sam Fuld – Major League Baseball player – Oakland A's (Durham)
"Rich Gale – Major League Baseball pitcher – Kansas City Royals (Littleton)
"Jeff Giuliano – professional ice hockey player – Iserlohn Roosters (Nashua)
"Jesse Guilford – amateur golfer (Manchester)
"Kirk Hanefeld – professional golfer (Claremont)
"Jay Heaps – former professional soccer player and current soccer manager – New England Revolution (Nashua)
"James H. Horne – athletic director and coach at Indiana University (Berlin)
"Chip Kelly – NFL head coach – Philadelphia Eagles, San Francisco 49ers (Dover)
"Katie King-Crowley – Olympic ice hockey player – (Salem)
"Scotty Lago – snowboarder (Seabrook)
"Greg Landry – NFL quarterback (Nashua)
"Paul LaPolice – Canadian Football League coach (Nashua)
"Jason LeHoullier – boxer (Nottingham)
"Jeff Locke – Major League Baseball player – Pittsburgh Pirates (Redstone)
"Ben Lovejoy – NHL ice hockey player (Concord)
"Hubie McDonough – NHL ice hockey player (Manchester)
"Jack McGowan – professional golfer (Concord)
"Justin McIsaac – professional wrestler
"Freddy Meyer – ice hockey player – Modo Hockey (Sanbornville)
"Bode Miller – alpine ski racer (Easton)
"Bill Moisan – Major League Baseball pitcher – Chicago Cubs (Newton)
"John Morton - Olympic biathlon skier (Walpole)
"Tara Mounsey – gold medalist at 1998 Winter Olympics (Concord)
"Chad Paronto – baseball player (Woodsville)
"Penny Pitou – Olympic alpine skier silver medalist (Gilford and Laconia)
"Deron Quint – NHL ice hockey player (Durham)
"Kendall Reyes – football player (Nashua)
"Jon Rheault – professional ice hockey player (Deering)
"Brandon Rogers – professional ice hockey player – (Rochester)
"Red Rolfe – Major League Baseball third baseman, manager and Yale coach (Penacook)
"Kevin Romine – utility outfielder in Major League Baseball (Exeter)
"Jeff Serowik – NHL ice hockey player (Manchester)
"Leanne Smith – alpine skier (Conway)
"Darius Songaila – Lithuanian professional basketball player (attended school in New Hampton)
"Matt Taven – professional wrestler (Derry)
"Birdie Tebbetts – Major League Baseball player and manager (Nashua)
"Bob Tewksbury – Major League Baseball pitcher (Concord)
"Jenny Thompson – swimmer, 12-time Olympic medalist (Dover)
"Paul Thompson – NHL ice hockey player (Derry)
"Triple H – professional wrestler (Nashua)
"Harold Weber – Olympic golfer (Littleton)
"Bob Whitcher – Major League Baseball pitcher – Boston Braves (Berlin)
"Stan Williams – Major League Baseball pitcher (Enfield)
"Brian Wilson – Major League Baseball relief pitcher – San Francisco Giants (Londonderry)
"Lisa Biron – child molester and child pornographer
"Edward and Elaine Brown – tax evaders
"Carl Drega – killer of state troopers – native
"Brian Dugan – rapist and serial killer – native
"Samuel Green – serial killer and robber – native
"H.H. Holmes – serial killer of 1893 – native
"Linda Kasabian – member of Manson Family
"Daniel Maldonado – Al-Shabaab terrorist – native
"Dennis Moran – computer hacker
"Richard Paul Pavlick – stalked John F. Kennedy – native
"Pamela Smart – convicted murderer – native
"Forbes Smiley – art thief
"Henry Tufts – 18th century thief – native
"Adam Lanza, school shooter - born in Kingston, New Hampshire
"Samuel Colcord Bartlett – Dartmouth president
"Richard Lederer – former St. Paul's School English teacher; author of Anguished English
"Christa McAuliffe – first teacher in space
"Bradford Anderson – native
"Sam Ayers – native
"Richard Backus – native
"Jane Badler – native
"Wilson Bethel – native
"Peter Bonerz
"James Broderick – native
"Josh Casaubon
"Gordon Clapp – native
"Patience Cleveland
"Lew Cody
"Andy Comeau – native
"Zack Conroy – native
"Eliza Coupe – native
"Matt Czuchry – native
"Stephen Dunham
"Dustin Farnum – native
"Hallie Foote
"Phoebe Foster – native
"Pamela Gidley
"Michael Graziadei
"Randy Harrison – native
"Sam Huntington – native
"Jean Kasem – native
"William Kendis – native
"Thomas Kopache – native
"Walter Long – native
"Dorothy Loudon
"Kenneth MacKenna – native
"Jared Nathan – native
"Mike O'Malley
"Sandeep Parikh – native
"Maggi Parker – native
"Keri Lynn Pratt – native
"Perrey Reeves – native
"Chris Romano – native
"Adam Sandler
"Erika Schaefer – native
"John Shea – native
"Laura Silverman – native
"Christopher Stone – native
"Ilene Woods – native
"Ant – native
"Ronny Chieng
"Jamie Kaler – native
"Josh Meyers – brother of Seth Meyers
"Seth Meyers – native; brother of Josh Meyers
"Sarah Silverman – native
"Jennifer Lavoie
"Mia Tyler – native
"Gaston Allaire – native
"GG Allin – native
"Dale Bozzio  – member, Missing Persons
"Mark Brunswick
"Daniel Cartier
"Charlie Clouser – native
"Connie Converse – native
"Brad Delp  – member, Boston
"Ronnie James Dio – native
"Julie Dubela
"Sully Erna – member, Godsmack
"Betty George – native
"Gary Hoey
"JoJo
"Ray LaMontagne – native
"Tommy Makem
"Mandy Moore – native
"Bill Morrissey
"Our Last Night
"Matt Pond  – member, Matt Pond PA
"Joe Queer – native
"Tom Rush – native
"Joe Seiders – member, The New Pornographers
"Will Sheff  – member, Okkervil River and Shearwater – native
"Cosy Sheridan
"Jon Spencer – native
"Bill Staines
"Buddy Stewart – native
"Sarah Stiles
"Steven Tyler – member, Aerosmith
"Brian Viglione  – member, The Dresden Dolls
"Jillian Wheeler
"Dana Bash – CNN journalist
"Tom Bergeron – host of ABC's Dancing with the Stars
"Samantha Brown – travel journalist
"Ken Burns – documentary filmmaker
"Carl Cameron – Fox News correspondent
"Corey Lewandowski – CNN political commentator and former 2016 Donald Trump presidential campaign manager
"Jenna Lewis – reality show contestant
"Don Orsillo – baseball broadcaster
"Trish Regan – Fox Business anchor
"Kristin Tate – Fox News commentator
"Passaconaway
"Plausawa
"Wonalancet
"Sherman Adams
"Kelly Ayotte – native
"William J. Baroody, Jr. – native
"Josiah Bartlett
"Timothy Bedel – native
"Jason Bedrick
"Joseph Blanchard – native
"Edward H. Brooks – native
"Lewis Cass
"Jonathan Chase
"Salmon P. Chase – native
"Wentworth Cheswell – native
"Jonathan Cilley – native
"Joseph Cilley (senator) – native
"Joseph Cilley (state senator) – native
"Robert W. Cone
"John Cutt
"Henry Dearborn – native
"Abraham Drake – native
"Michael Durant – native
"Nathaniel Folsom
"Rene Gagnon – native
"John Taylor Gilman
"John Goffe
"David Gottesman
"Judd Gregg – native
"Enoch Hale
"Nathan Hale
"Paul Hodes
"William E. Holyoke – native
"John Langdon – native
"Lyndon LaRouche
"Corey Lewandowski
"John Lynch
"Sean Patrick Maloney
"Thomas J. McIntyre
"Frank Merrill – Merrill's Marauders
"Nathaniel Meserve – native
"James Miller – native
"Jonathan Moulton – native
"Moses Nichols
"Richard O'Kane – native
